"Informazioni cronologiche","1)	Sei interessato/a al tema della mobilità elettrica?","2)	Hai la patente?","3)	Quante auto possiede la tua famiglia?","4)	Quante auto possiedi tu?","5)	Considerando il totale, quante di queste hanno classe di emissione Euro 3 (immatricolata prima del 01/01/2006)?","6)	Considerando il totale, quante di queste hanno classe di emissione Euro 4 (immatricolata prima del 01/01/2011)?","7)	Considerando il totale, quante di queste hanno classe di emissione Euro 5 (immatricolata prima del 01/01/2015)?","8)	Considerando il totale, quante di queste hanno classe di emissione Euro 6 (immatricolata dopo del 01/01/2015)?","9)	Considerando il totale, quante di queste sono alimentate solo a Benzina?","10)	Considerando il totale, quante di queste sono alimentate solo a Diesel?","11)	Considerando il totale, quante di queste sono alimentate solo a Metano o GPL?","12)	Considerando il totale, quante di queste sono Ibride/Elettriche?","13)	In una scala da 1 (molto raramente) a 5 (molto spesso), quanto spesso utilizzi l’automobile per spostarti?","14)	Quale è il principale motivo per cui usi l’automobile?","15)	Quanti Km percorri in media in un anno?","16)	In una scala da 1 (molto raramente = più di 10 anni) a 5 (molto spesso = ogni 1-2 anni), quanto spesso cambi automobile?","17)	Quanto sei disposto a pagare per un’auto nuova?","18)	Dal momento che tu possiedi un’auto Ibrida/Elettrica, è aziendale o privata?","19)	Qual è la sua autonomia in termini di km?","20)	In una scala da 1 (molto raramente) a 5 (molto spesso), quanto spesso ricarichi la batteria dell’auto?","21)	Dove ricarichi la batteria principalmente?","22)	Per quanto riguarda gli aspetti legati alla componente elettrica della tua automobile (Es: autonomia, performance, ricarica…), ti ritieni soddisfatto dell’acquisto?","23)	In una scala da 1 (per nulla importante) a 5 (molto importante), quanto è importante il fattore della SOSTENIBILITÀ AMBIENTALE nella scelta dell’auto da acquistare?","24)	In una scala da 1 (per nulla) a 5 (molto), quanto incide attualmente il PREZZO sulla scelta di acquistare un’auto elettrica/ibrida?","25)	In una scala da 1 (per nulla) a 5 (molto), quanto incide attualmente la disponibilità di PUNTI DI RICARICA pubblici per la batteria sulla scelta di acquistare un’auto elettrica/ibrida?","26)	In una scala da 1 (per nulla) a 5 (molto), quanto incide attualmente la presenza di INCENTIVI statali o regionali sulla scelta di acquistare un’auto elettrica/ibrida?","27)	In una scala da 1 (per nulla) a 5 (molto), quanto incide il RISPARMIO CHE SI HA SUL CARBURANTE sulla scelta di acquistare un’auto elettrica/ibrida?","28)	Considerando che attualmente l’autonomia media delle batterie per le auto elettriche è sui 250 Km, in una scala da 1 (per nulla) a 5 (molto), quanto è sufficiente date le tue esigenze?","29)	Attualmente il costo delle auto elettriche è in media superiore a quello delle auto tradizionali. In una scala da 1 (per nulla propenso) a 5 (molto propenso), quanto saresti propenso a pagare un prezzo più alto per un’automobile nella sua versione ibrida/elettrica?","30)	Si stima che per il 2025, grazie anche al calo dei costi di produzione delle batterie, il divario di prezzo tra le auto ibride/elettriche e quelle tradizionali sarà minimo. In una scala da 1 (per nulla) a 5 (molto), quanto favorirebbe l’acquisto di un’auto elettrica?","31)	Il numero di punti di ricarica è in una fase di forte crescita, in una scala da 1 (per nulla) a 5 (molto), quanto contribuisce all’acquisto di un’auto elettrica nei prossimi anni?","32)	In quale regione vivi?","33)	In quale provincia vivi?","34)	Dove vivi?","35)	In una scala da 1 (per nulla necessario) a 5 (molto necessario), quanto ritieni necessario il trasporto pubblico per i tuoi spostamenti abituali?","36)	Disponi di pannelli fotovoltaici nella tua abitazione?","37)	In una scala da 1 (per nulla propenso) a 5 (molto propenso), quanto saresti propenso ad acquistare un’auto elettrica/ibrida pur NON AVENDO pannelli fotovoltaici nella tua abitazione?","38)	In una scala da 1 (per nulla propenso) a 5 (molto propenso), quanto saresti propenso ad acquistare un’auto elettrica/ibrida AVENDO pannelli fotovoltaici nella tua abitazione che consentirebbero una ricarica a costo zero?","39)	Hai un garage/parcheggio privato per l’automobile?","40)	Ipotizzando di avere un’auto elettrica/ibrida ed un garage/parcheggio privato, in una scala da 1 (per nulla propenso) a 5 (molto propenso), quanto saresti propenso ad investire nell’installazione di una colonnina di ricarica privata?","41)	Quale è il numero di componenti della tua famiglia?","42)	Quale è la tua fascia di età?","43)	Quale è il tuo genere?","44)	Quale è la tua professione?"
"2021/08/17 4:40:41 PM EET","Si","Si","2","1","0","2","0","0","0","2","0","0","5","Lavoro o Studio","Meno di 10.000 Km","1","10.000€ -  20.000€","","","","","","3","4","4","4","4","2","3","4","4","Umbria","Terni","Periferia Città","3","No","3","3","Si","3","3","50 - 75","Maschio","Imprenditore / Libero Professionista"
"2021/08/17 5:41:34 PM EET","Si","No","2","0","1","2","2","0","1","0","1","0","3","Spostamenti generici (Es: supermercato, ecc..)","Tra 10.000 e 20.000 Km","1","10.000€ -  20.000€","","","","","","5","4","3","3","4","4","3","5","3","Umbria","Terni","Periferia Città","5","No","2","5","Si","4","4","25 - 50","Femmina","Studentessa/ente"
"2021/08/17 6:00:43 PM EET","Si","Si","2","0","0","1","0","0","1","1","0","0","3","Spostamenti generici (Es: supermercato, ecc..)","Meno di 10.000 Km","1","10.000€ -  20.000€","","","","","","3","3","5","3","3","4","2","2","2","Lombardia","Milano","Centro Città","4","No","2","2","Si","2","5","25 - 50","Femmina","Imprenditore / Libero Professionista"
"2021/08/17 6:07:01 PM EET","Si","Si","3","1","0","0","1","2","2","0","1","0","5","Spostamenti generici (Es: supermercato, ecc..)","Meno di 10.000 Km","3","10.000€ -  20.000€","","","","","","4","5","2","1","5","5","1","5","2","Puglia","Lecce","Periferia Città","2","Si","4","5","Si","5","4","18 - 25","Femmina","Imprenditore / Libero Professionista"
"2021/08/17 7:04:04 PM EET","Si","Si","3","0","1","2","0","0","1","2","0","0","5","Spostamenti generici (Es: supermercato, ecc..)","Tra 10.000 e 20.000 Km","1","Fino a 10.000€","","","","","","3","3","5","3","4","2","2","3","4","Umbria","Terni","Centro Città","2","No","3","4","Si","2","4","25 - 50","Femmina","Imprenditore / Libero Professionista"
"2021/08/17 7:08:51 PM EET","Si","Si","3","1","2","2","0","0","1","2","0","0","5","Spostamenti generici (Es: supermercato, ecc..)","Meno di 10.000 Km","1","10.000€ -  20.000€","","","","","","4","4","3","4","5","5","4","4","5","Umbria","Terni","Centro Città","1","No","4","5","No","5","4","50 - 75","Femmina","Impiegata/o"
"2021/08/17 7:11:26 PM EET","No","Si","3","1","0","0","0","2","2","1","0","0","5","Spostamenti generici (Es: supermercato, ecc..)","Più di 20.000 Km","3","20.000€ - 30.000€","","","","","","3","4","4","4","1","2","1","2","3","Lazio","Latina","Centro Città","1","Si","1","1","Si","5","Più di 5","25 - 50","Maschio","Imprenditore / Libero Professionista"
"2021/08/17 7:13:07 PM EET","Si","Si","1","0","0","1","0","0","0","1","0","0","1","Viaggio","Meno di 10.000 Km","2","10.000€ -  20.000€","","","","","","5","5","5","3","3","1","1","3","3","Trentino-Alto Adige","Bolzano","Fuori Città (frazioni o comuni limitrofi)","5","No","3","5","Si","5","4","25 - 50","Maschio","Impiegata/o"
"2021/08/17 7:19:15 PM EET","Si","Si","3","2","0","1","0","1","0","2","0","0","5","Lavoro o Studio","Più di 20.000 Km","4","20.000€ - 30.000€","","","","","","3","4","5","4","4","2","2","3","5","Puglia","Bari","Periferia Città","1","Si","2","2","Si","4","3","25 - 50","Maschio","Imprenditore / Libero Professionista"
"2021/08/17 7:25:04 PM EET","Si","Si","3","1","0","0","2","1","0","3","0","0","4","Spostamenti generici (Es: supermercato, ecc..)","Tra 10.000 e 20.000 Km","3","Più di 30.000€","","","","","","3","4","5","4","3","3","3","4","4","Umbria","Terni","Centro Città","1","Si","2","5","Si","5","5","25 - 50","Maschio","Imprenditore / Libero Professionista"
"2021/08/17 7:29:48 PM EET","Si","Si","3","1","0","2","0","1","2","1","0","0","2","Viaggio","Tra 10.000 e 20.000 Km","1","Più di 30.000€","","","","","","2","2","5","3","5","1","4","4","5","Lazio","Roma","Centro Città","1","No","4","5","Si","5","3","25 - 50","Maschio","Imprenditore / Libero Professionista"
"2021/08/17 7:30:14 PM EET","Si","Si","3","0","2","0","0","0","3","0","0","0","4","Spostamenti generici (Es: supermercato, ecc..)","Tra 10.000 e 20.000 Km","1","20.000€ - 30.000€","","","","","","5","2","2","3","3","3","4","5","4","Lazio","Roma","Centro Città","2","No","5","5","Si","5","4","25 - 50","Femmina","Imprenditore / Libero Professionista"
"2021/08/17 7:33:25 PM EET","Si","Si","3","1","3","3","2","2","1","2","0","0","5","Lavoro o Studio","Più di 20.000 Km","4","20.000€ - 30.000€","","","","","","4","4","5","4","4","4","5","5","5","Friuli-Venezia Giulia","Udine","Fuori Città (frazioni o comuni limitrofi)","1","No","4","4","No","5","3","25 - 50","Maschio","Imprenditore / Libero Professionista"
"2021/08/17 7:50:16 PM EET","Si","Si","2","1","1","1","0","0","0","0","2","0","4","Spostamenti generici (Es: supermercato, ecc..)","Tra 10.000 e 20.000 Km","1","10.000€ -  20.000€","","","","","","4","5","5","3","2","2","3","3","4","Umbria","Terni","Periferia Città","2","No","3","3","Si","2","3","25 - 50","Maschio","Impiegata/o"
"2021/08/17 8:47:30 PM EET","Si","Si","1","0","0","0","0","1","0","1","0","0","2","Viaggio","Meno di 10.000 Km","4","10.000€ -  20.000€","","","","","","5","5","4","1","4","3","4","5","5","Lombardia","Milano","Centro Città","5","No","4","5","No","2","4","25 - 50","Femmina","Imprenditore / Libero Professionista"
"2021/08/17 9:12:44 PM EET","No","Si","2","1","0","1","1","1","2","1","0","0","4","Spostamenti generici (Es: supermercato, ecc..)","Meno di 10.000 Km","1","10.000€ -  20.000€","","","","","","1","3","5","1","2","2","1","2","3","Umbria","Terni","Centro Città","1","No","1","1","Si","1","3","25 - 50","Maschio","Studentessa/ente"
"2021/08/17 9:24:12 PM EET","Si","Si","2","0","0","0","0","2","1","0","0","1","4","Svago","Meno di 10.000 Km","4","20.000€ - 30.000€","Privata","200Km - 400Km","4","Colonnina Pubblica","Si","4","4","5","3","3","4","3","5","5","Toscana","Grosseto","Periferia Città","2","No","5","5","No","5","4","18 - 25","Maschio","Studentessa/ente"
"2021/08/17 9:28:09 PM EET","No","Si","2","0","1","2","0","0","1","1","0","0","3","Svago","Meno di 10.000 Km","1","Fino a 10.000€","","","","","","3","4","3","3","4","2","2","2","4","Lombardia","Milano","Centro Città","3","No","2","2","Si","2","5","25 - 50","Femmina","Studentessa/ente"
"2021/08/17 9:33:07 PM EET","Si","No","1","0","1","1","1","1","0","1","0","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","1","Fino a 10.000€","","","","","","5","5","5","5","5","4","3","4","4","Toscana","Grosseto","Periferia Città","3","No","2","5","No","5","4","25 - 50","Femmina","Impiegata/o"
"2021/08/17 9:33:55 PM EET","Si","Si","3","0","0","0","0","3","3","0","0","0","4","Lavoro o Studio","Tra 10.000 e 20.000 Km","3","20.000€ - 30.000€","","","","","","3","5","5","5","5","4","2","5","5","Toscana","Grosseto","Periferia Città","2","No","2","4","Si","5","4","18 - 25","Maschio","Imprenditore / Libero Professionista"
"2021/08/17 9:42:07 PM EET","Si","Si","Più di 3","2","1","1","1","2","0","Più di 3","0","0","5","Lavoro o Studio","Più di 20.000 Km","3","Più di 30.000€","","","","","","2","3","4","4","4","1","3","5","5","Piemonte","Torino","Periferia Città","1","Si","3","5","Si","4","4","25 - 50","Maschio","Dirigente"
"2021/08/17 9:48:13 PM EET","Si","Si","2","0","0","0","0","2","1","1","0","0","4","Lavoro o Studio","Più di 20.000 Km","5","Più di 30.000€","","","","","","5","5","5","3","4","4","1","4","3","Calabria","Reggio Calabria","Fuori Città (frazioni o comuni limitrofi)","5","No","5","4","Si","4","4","18 - 25","Maschio","Studentessa/ente"
"2021/08/17 10:10:13 PM EET","Si","Si","2","0","1","0","1","0","1","1","0","0","1","Lavoro o Studio","Meno di 10.000 Km","1","20.000€ - 30.000€","","","","","","5","5","5","5","3","3","3","3","3","Toscana","Siena","Periferia Città","5","No","3","4","Si","3","3","18 - 25","Femmina","Studentessa/ente"
"2021/08/17 10:14:18 PM EET","Si","Si","3","0","0","1","1","1","1","2","0","0","3","Svago","Meno di 10.000 Km","1","10.000€ -  20.000€","","","","","","4","4","5","3","4","2","4","5","5","Puglia","Lecce","Fuori Città (frazioni o comuni limitrofi)","3","No","3","4","Si","3","4","18 - 25","Maschio","Studentessa/ente"
"2021/08/17 10:14:49 PM EET","Si","Si","3","1","1","0","2","0","2","1","0","0","3","Svago","Meno di 10.000 Km","1","Fino a 10.000€","","","","","","5","4","5","5","4","3","3","5","5","Puglia","Lecce","Periferia Città","1","No","4","5","Si","5","4","18 - 25","Femmina","Studentessa/ente"
"2021/08/17 10:15:48 PM EET","Si","Si","Più di 3","0","2","2","1","0","1","3","1","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","2","10.000€ -  20.000€","","","","","","5","4","5","3","5","4","3","4","5","Toscana","Siena","Periferia Città","5","No","5","5","Si","5","3","18 - 25","Maschio","Studentessa/ente"
"2021/08/17 10:19:30 PM EET","Si","Si","3","1","0","0","3","0","0","3","0","0","4","Spostamenti generici (Es: supermercato, ecc..)","Tra 10.000 e 20.000 Km","2","Fino a 10.000€","","","","","","3","5","3","4","3","1","2","5","4","Lazio","Roma","Periferia Città","2","No","4","4","No","3","4","18 - 25","Maschio","Impiegata/o"
"2021/08/17 10:24:03 PM EET","Si","Si","1","0","0","1","0","0","0","1","0","0","1","Viaggio","Meno di 10.000 Km","1","Fino a 10.000€","","","","","","4","5","3","4","4","4","3","5","4","Lazio","Roma","Centro Città","4","No","4","4","No","3","4","18 - 25","Femmina","Studentessa/ente"
"2021/08/17 10:27:47 PM EET","Si","Si","Più di 3","1","0","2","0","2","0","Più di 3","0","0","4","Spostamenti generici (Es: supermercato, ecc..)","Tra 10.000 e 20.000 Km","2","10.000€ -  20.000€","","","","","","5","4","5","4","4","4","4","5","5","Puglia","Lecce","Centro Città","3","No","4","5","No","5","4","18 - 25","Maschio","Studentessa/ente"
"2021/08/17 10:32:09 PM EET","Si","Si","2","1","0","0","0","1","0","0","0","2","4","Lavoro o Studio","Tra 10.000 e 20.000 Km","1","20.000€ - 30.000€","Privata","100Km - 200Km","2","Colonnina Privata","Si","5","5","2","5","4","4","3","5","4","Toscana","Arezzo","Periferia Città","1","No","5","5","Si","4","3","25 - 50","Maschio","Operaia/o"
"2021/08/17 10:32:18 PM EET","Si","Si","3","1","0","0","1","0","1","0","1","1","4","Lavoro o Studio","Tra 10.000 e 20.000 Km","1","20.000€ - 30.000€","Aziendale","Più di 400Km","1","Colonnina Aziendale","No","4","5","5","5","5","2","3","4","4","Lombardia","Bergamo","Centro Città","5","No","4","3","Si","2","4","25 - 50","Maschio","Studentessa/ente"
"2021/08/17 10:35:31 PM EET","Si","Si","2","0","0","1","0","1","0","2","0","0","2","Spostamenti generici (Es: supermercato, ecc..)","Meno di 10.000 Km","1","Più di 30.000€","","","","","","5","5","5","5","5","4","5","5","5","Emilia Romagna","Bologna","Centro Città","5","No","3","5","No","5","4","25 - 50","Maschio","Studentessa/ente"
"2021/08/17 10:37:49 PM EET","Si","Si","3","1","0","1","0","2","2","0","0","1","5","Svago","Meno di 10.000 Km","3","20.000€ - 30.000€","Privata","Più di 400Km","1","Colonnina Privata","Si","4","5","4","5","4","5","3","5","4","Lombardia","Milano","Centro Città","2","No","4","5","Si","5","4","25 - 50","Maschio","Impiegata/o"
"2021/08/17 10:41:06 PM EET","Si","Si","3","1","1","0","0","2","1","1","1","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","2","10.000€ -  20.000€","","","","","","5","3","2","4","4","3","3","5","2","Toscana","Siena","Fuori Città (frazioni o comuni limitrofi)","5","No","5","5","Si","5","4","18 - 25","Femmina","Studentessa/ente"
"2021/08/17 11:44:05 PM EET","Si","Si","2","1","0","1","1","0","1","0","1","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","1","20.000€ - 30.000€","","","","","","5","4","5","5","5","5","4","5","5","Umbria","Terni","Periferia Città","1","No","5","5","Si","5","4","50 - 75","Maschio","Imprenditore / Libero Professionista"
"2021/08/17 11:51:40 PM EET","Si","Si","3","0","0","0","1","1","1","1","1","0","4","Spostamenti generici (Es: supermercato, ecc..)","Tra 10.000 e 20.000 Km","3","10.000€ -  20.000€","","","","","","4","4","5","3","5","4","3","4","5","Lombardia","Milano","Centro Città","4","Si","3","3","Si","3","4","25 - 50","Maschio","Studentessa/ente"
"2021/08/18 12:04:33 AM EET","Si","Si","2","1","0","1","1","0","1","1","1","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","1","10.000€ -  20.000€","","","","","","5","5","5","5","5","4","3","5","5","Umbria","Terni","Periferia Città","1","No","4","5","Si","5","4","50 - 75","Femmina","Imprenditore / Libero Professionista"
"2021/08/18 12:20:03 AM EET","Si","Si","Più di 3","1","0","0","0","Più di 3","1","3","0","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","3","10.000€ -  20.000€","","","","","","3","5","5","5","5","3","3","4","4","Toscana","Siena","Periferia Città","1","No","3","5","Si","4","4","25 - 50","Maschio","Imprenditore / Libero Professionista"
"2021/08/18 8:56:20 AM EET","Si","Si","2","1","0","0","1","1","0","2","0","0","5","Lavoro o Studio","Più di 20.000 Km","3","20.000€ - 30.000€","","","","","","5","2","5","3","2","2","3","5","5","Calabria","Catanzaro","Centro Città","1","No","4","5","No","3","2","25 - 50","Femmina","Imprenditore / Libero Professionista"
"2021/08/18 10:24:25 AM EET","Si","Si","1","1","0","0","0","0","0","0","1","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","1","20.000€ - 30.000€","","","","","","5","3","5","4","5","3","3","5","5","Veneto","Padova","Periferia Città","5","Si","5","5","Si","2","2","25 - 50","Femmina","Imprenditore / Libero Professionista"
"2021/08/18 10:46:08 AM EET","Si","Si","2","0","0","0","1","1","1","0","0","0","3","Lavoro o Studio","Tra 10.000 e 20.000 Km","1","20.000€ - 30.000€","","","","","","5","4","4","5","3","5","5","5","3","Toscana","Grosseto","Centro Città","5","No","3","5","No","5","4","25 - 50","Maschio","Studentessa/ente"
"2021/08/18 10:47:02 AM EET","Si","Si","3","1","0","2","0","1","1","2","0","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","1","Più di 30.000€","","","","","","3","5","5","1","3","2","1","3","3","Umbria","Terni","Centro Città","1","No","1","3","Si","5","5","50 - 75","Maschio","Imprenditore / Libero Professionista"
"2021/08/18 11:38:50 AM EET","Si","Si","2","1","0","0","0","2","0","1","0","1","5","Lavoro o Studio","Meno di 10.000 Km","3","Più di 30.000€","Privata","Più di 400Km","1","Colonnina Privata","Si","3","4","4","4","3","4","4","5","5","Emilia Romagna","Modena","Periferia Città","1","Si","4","5","Si","5","4","25 - 50","Femmina","Imprenditore / Libero Professionista"
"2021/08/18 12:05:51 PM EET","Si","Si","2","1","1","1","1","1","1","1","0","0","5","Lavoro o Studio","Più di 20.000 Km","2","10.000€ -  20.000€","","","","","","3","3","5","3","4","2","2","3","3","Emilia Romagna","Ravenna","Centro Città","2","No","2","2","Si","2","2","25 - 50","Femmina","Imprenditore / Libero Professionista"
"2021/08/18 12:13:40 PM EET","Si","Si","2","1","0","1","0","1","0","1","1","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","3","10.000€ -  20.000€","","","","","","4","5","5","5","5","4","3","5","5","Lombardia","Lodi","Fuori Città (frazioni o comuni limitrofi)","1","Si","5","5","Si","5","2","25 - 50","Femmina","Imprenditore / Libero Professionista"
"2021/08/18 3:07:48 PM EET","Si","Si","2","1","1","1","1","1","2","0","0","0","5","Lavoro o Studio","Meno di 10.000 Km","1","10.000€ -  20.000€","","","","","","5","4","5","5","5","5","3","4","4","Toscana","Siena","Centro Città","4","No","5","5","Si","3","2","18 - 25","Femmina","Studentessa/ente"
"2021/08/18 4:41:48 PM EET","Si","Si","Più di 3","1","2","1","1","0","1","3","0","0","5","Spostamenti generici (Es: supermercato, ecc..)","Tra 10.000 e 20.000 Km","1","Più di 30.000€","","","","","","5","2","5","4","4","2","3","4","5","Lazio","Frosinone","Centro Città","1","Si","3","5","Si","5","4","25 - 50","Femmina","Imprenditore / Libero Professionista"
"2021/08/18 5:53:30 PM EET","Si","Si","1","1","0","0","1","0","1","0","0","0","3","Spostamenti generici (Es: supermercato, ecc..)","Tra 10.000 e 20.000 Km","1","10.000€ -  20.000€","","","","","","5","4","5","5","5","3","4","4","5","Umbria","Terni","Periferia Città","3","No","4","5","No","5","2","Over 75","Maschio","Pensionata/o"
"2021/08/18 6:43:48 PM EET","Si","Si","2","0","1","0","1","0","2","0","0","0","1","Viaggio","Meno di 10.000 Km","1","10.000€ -  20.000€","","","","","","5","5","5","5","5","5","3","5","5","Lombardia","Milano","Centro Città","5","No","3","5","Si","2","3","25 - 50","Maschio","Impiegata/o"
"2021/08/18 6:45:59 PM EET","Si","Si","3","0","1","1","0","1","3","0","0","0","2","Viaggio","Meno di 10.000 Km","1","20.000€ - 30.000€","","","","","","4","4","5","2","4","2","4","4","5","Lombardia","Milano","Periferia Città","5","No","3","4","No","4","5","25 - 50","Maschio","Impiegata/o"
"2021/08/18 6:46:28 PM EET","Si","Si","3","0","2","0","0","1","1","2","0","0","1","Viaggio","Meno di 10.000 Km","1","Fino a 10.000€","","","","","","4","3","5","4","4","2","3","4","4","Lombardia","Milano","Centro Città","2","No","3","5","No","2","4","25 - 50","Femmina","Impiegata/o"
"2021/08/18 6:51:13 PM EET","Si","Si","2","1","0","0","1","1","1","1","0","0","2","Spostamenti generici (Es: supermercato, ecc..)","Meno di 10.000 Km","1","10.000€ -  20.000€","","","","","","3","4","5","4","4","3","3","4","5","Lombardia","Milano","Centro Città","5","No","5","5","Si","5","2","25 - 50","Femmina","Impiegata/o"
"2021/08/18 7:32:47 PM EET","Si","Si","2","1","1","0","1","0","1","1","0","0","3","Spostamenti generici (Es: supermercato, ecc..)","Tra 10.000 e 20.000 Km","2","10.000€ -  20.000€","","","","","","5","5","5","5","5","3","3","5","5","Umbria","Terni","Centro Città","2","No","4","5","Si","5","3","50 - 75","Femmina","Impiegata/o"
"2021/08/18 8:23:30 PM EET","Si","Si","3","1","0","0","1","2","0","2","0","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","3","10.000€ -  20.000€","","","","","","3","4","5","4","4","3","2","3","5","Umbria","Terni","Fuori Città (frazioni o comuni limitrofi)","1","No","2","3","Si","3","4","25 - 50","Femmina","Impiegata/o"
"2021/08/18 9:41:13 PM EET","Si","Si","1","1","0","1","0","0","0","0","1","0","4","Spostamenti generici (Es: supermercato, ecc..)","Meno di 10.000 Km","4","20.000€ - 30.000€","","","","","","5","4","5","5","4","2","4","4","5","Umbria","Terni","Periferia Città","2","No","3","5","Si","3","2","50 - 75","Maschio","Pensionata/o"
"2021/08/18 10:36:59 PM EET","Si","Si","2","1","0","2","0","0","1","1","0","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","2","10.000€ -  20.000€","","","","","","5","5","5","5","5","5","3","3","5","Umbria","Terni","Periferia Città","1","Si","3","5","Si","3","3","25 - 50","Femmina","Impiegata/o"
"2021/08/18 10:54:39 PM EET","Si","Si","1","1","0","0","1","0","0","0","1","0","4","Spostamenti generici (Es: supermercato, ecc..)","Meno di 10.000 Km","1","Fino a 10.000€","","","","","","4","4","5","5","4","3","3","4","4","Umbria","Terni","Periferia Città","5","No","4","5","No","5","2","50 - 75","Femmina","Casalinga/o"
"2021/08/18 11:05:18 PM EET","Si","Si","2","1","0","0","1","1","1","0","0","1","4","Lavoro o Studio","Più di 20.000 Km","3","10.000€ -  20.000€","Privata","100Km - 200Km","2","Colonnina Aziendale","Si","4","3","5","4","4","4","4","5","4","Lombardia","Como","Fuori Città (frazioni o comuni limitrofi)","2","No","3","4","Si","5","2","25 - 50","Femmina","Impiegata/o"
"2021/08/19 1:12:56 AM EET","Si","Si","2","1","1","1","0","1","1","2","0","0","2","Lavoro o Studio","Meno di 10.000 Km","1","20.000€ - 30.000€","","","","","","4","3","5","5","5","2","3","4","5","Lombardia","Milano","Centro Città","3","No","3","5","Si","4","3","25 - 50","Femmina","Impiegata/o"
"2021/08/19 8:25:35 AM EET","Si","Si","2","0","0","1","0","1","0","1","0","1","5","Spostamenti generici (Es: supermercato, ecc..)","Più di 20.000 Km","3","Più di 30.000€","Privata","Più di 400Km","1","Colonnina Privata","Si","5","2","3","4","4","3","5","5","3","Sardegna","Cagliari","Centro Città","2","No","3","5","Si","4","3","25 - 50","Femmina","Studentessa/ente"
"2021/08/19 12:28:06 PM EET","Si","Si","1","0","1","0","0","0","0","1","0","0","5","Lavoro o Studio","Più di 20.000 Km","2","Più di 30.000€","","","","","","4","3","3","4","4","4","4","4","4","Puglia","Foggia","Periferia Città","5","No","4","4","Si","5","3","25 - 50","Femmina","Studentessa/ente"
"2021/08/19 12:55:15 PM EET","Si","Si","3","1","2","0","1","0","2","1","0","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","2","20.000€ - 30.000€","","","","","","3","4","4","2","2","2","3","4","3","Toscana","Siena","Periferia Città","2","No","2","3","Si","1","3","18 - 25","Maschio","Studentessa/ente"
"2021/08/19 1:07:59 PM EET","Si","Si","2","1","0","0","0","2","1","1","0","0","5","Lavoro o Studio","Tra 10.000 e 20.000 Km","3","20.000€ - 30.000€","","","","","","4","4","5","3","3","3","4","4","4","Lazio","Roma","Fuori Città (frazioni o comuni limitrofi)","2","No","4","3","Si","4","3","25 - 50","Maschio","Studentessa/ente"
"2021/08/19 1:08:42 PM EET","Si","Si","3","0","2","1","0","0","1","2","0","0","4","Spostamenti generici (Es: supermercato, ecc..)","Meno di 10.000 Km","1","20.000€ - 30.000€","","","","","","4","4","5","4","4","4","3","4","4","Basilicata","Potenza","Fuori Città (frazioni o comuni limitrofi)","4","No","4","4","Si","5","4","25 - 50","Femmina","Studentessa/ente"
"2021/08/19 1:17:10 PM EET","Si","Si","3","1","0","1","0","2","3","0","0","0","5","Lavoro o Studio","Meno di 10.000 Km","1","10.000€ -  20.000€","","","","","","3","5","5","3","5","5","4","5","4","Toscana","Siena","Periferia Città","2","No","4","5","No","4","3","18 - 25","Femmina","Studentessa/ente"
"2021/08/19 1:27:28 PM EET","Si","Si","Più di 3","1","1","1","0","2","1","3","0","0","5","Lavoro o Studio","Più di 20.000 Km","4","Più di 30.000€","","","","","","2","5","5","5","4","1","1","2","2","Toscana","Arezzo","Fuori Città (frazioni o comuni limitrofi)","1","No","2","1","Si","2","3","25 - 50","Maschio","Imprenditore / Libero Professionista"
"2021/08/19 5:04:26 PM EET","No","Si","Più di 3","1","1","1","2","0","3","1","0","0","5","Spostamenti generici (Es: supermercato, ecc..)","Meno di 10.000 Km","1","10.000€ -  20.000€","","","","","","1","4","3","4","5","3","5","4","4","Toscana","Siena","Periferia Città","3","No","2","3","Si","3","1","25 - 50","Femmina","Impiegata/o"
"2021/08/19 9:47:07 PM EET","No","Si","3","1","3","3","2","1","2","1","0","0","5","Lavoro o Studio","Meno di 10.000 Km","3","20.000€ - 30.000€","","","","","","3","5","5","1","5","2","2","4","5","Toscana","Siena","Periferia Città","1","No","3","3","Si","1","4","18 - 25","Femmina","Studentessa/ente"
"2021/08/19 9:47:15 PM EET","Si","Si","3","1","0","0","2","1","2","1","0","0","5","Spostamenti generici (Es: supermercato, ecc..)","Più di 20.000 Km","3","10.000€ -  20.000€","","","","","","3","5","4","5","4","3","2","4","5","Toscana","Siena","Periferia Città","1","No","3","4","Si","3","4","25 - 50","Femmina","Studentessa/ente"
